Sr No.,Utterance,Speaker,Emotion,Sentiment,Dialogue_ID,Utterance_ID,Season,Episode,StartTime,EndTime,valence,arousal
5539,Sure!,Katie,joy,positive,557,6,8,21,"00:10:45,479","00:10:48,732",1,1
5540,Horny bitch.  No! Youre a horny bitch! Noooo! Youre the horny bitch! No! Youre a horny bitch!,Rachel,anger,negative,557,7,8,21,"00:10:45,479","00:10:59,201",0,1
5541,Chandler!! You have the best taste in men!,Rachel,joy,positive,558,0,4,10,"00:10:43,726","00:10:47,145",1,1
5543,Patrick and I had such a great time last night! I mean I think this could maybe turn into something serious.,Rachel,joy,positive,558,2,4,10,"00:10:51,484","00:10:56,095",1,1
5545,"Well, y'know, possibly.  You didnt tell him that, though? Right?",Rachel,fear,negative,558,4,4,10,"00:11:01,369","00:11:09,793",0,1
5547,You told this guy that I was looking for a fling?! You dont tell the guy that!,Rachel,anger,negative,558,6,4,10,"00:11:14,048","00:11:20,095",0,1
5549,"Oh, between you telling him that I wanted to have a fling and me putting out on the first dateoh, hes so gonna get the wrong idea.",Rachel,sadness,negative,558,8,4,10,"00:11:25,643","00:11:31,940",0,0
5560,Honey! Dinners ready!,Monica,joy,positive,560,0,7,16,"00:20:03,994","00:20:05,828",1,1
5561,Whats my little chef got for me tonight?,Joey,joy,positive,560,1,7,16,"00:20:11,793","00:20:14,253",1,1
5562,Your favorite!,Monica,joy,positive,560,2,7,16,"00:20:14,421","00:20:16,797",1,1
5563,"Ho-ho-ho,  fried stuff with cheese!",Joey,joy,positive,560,3,7,16,"00:20:16,965","00:20:18,674",1,1
5564,Yep! And lots of it!,Monica,joy,positive,560,4,7,16,"00:20:19,218","00:20:21,969",1,1
5565,Thanks sweetheart. Give me a little sugar here.  Okay.,Joey,joy,positive,560,5,7,16,"00:20:23,472","00:20:27,975",1,1
5566,"Okay, in we go.",Monica,joy,positive,560,6,7,16,"00:20:30,646","00:20:32,980",1,1
5567,Here we go! Here we go! Here we go!  How you doin?,Joey,joy,positive,560,7,7,16,"00:20:30,646","00:20:39,111",1,1
5569,"So anyway, um, his head is like flopping down Broadway, right, and I'm just thinking... how inappropriate this is.",Monica,joy,positive,561,1,1,5,"00:17:46,607","00:17:54,447",1,1
5573,Hello! Were we at the same table? It's like... cocktails in Appalachia.,Monica,anger,negative,561,5,1,5,"00:18:07,795","00:18:13,007",0,1
5575,Close? She's got her tongue in his ear.,Monica,disgust,negative,561,7,1,5,"0:18:18,605","0:18:21,738",0,1
5577,"Joey, this is sick, it's disgusting, it's, it'snot really true, is it?",Monica,disgust,negative,561,9,1,5,"00:18:27,689","00:18:33,903",0,1
5579,"Oh my god, what were you thinking?",Monica,disgust,negative,561,11,1,5,"00:18:36,073","00:18:41,619",0,1
5583,I'm outta here.,Monica,disgust,negative,561,15,1,5,"00:18:43,705","00:18:45,581",0,1
5587,Hello! One marriage please!,Chandler,joy,positive,562,0,5,24,"00:20:36,526","00:20:38,736",1,1
5588,"Yep, we wanna get married!",Monica,joy,positive,562,1,5,24,"00:20:38,987","00:20:40,404",1,1
5590,Dum! Dum-dum-dum! Dum! Dum! Dum! Dum-dum-dum!,Chandler,joy,positive,562,3,5,24,"00:20:47,871","00:20:49,205",1,1
5594,Okay!  This is it!  We're gonna get married!,Chandler,joy,positive,562,7,5,24,"00:21:04,763","00:21:09,267",1,1
5596,"Well, hello, Mrs. Ross!",Ross,joy,positive,562,9,5,24,"00:21:16,733","00:21:18,985",1,1
5597,"Well, hello, Mr. Rachel!",Rachel,joy,positive,562,10,5,24,"00:21:19,236","00:21:22,321",1,1
5606,Yes! Totally!,Rachel,joy,positive,563,7,4,11,"00:21:48,432","00:21:50,182",1,1
5607,Oh! Thank you! Thank you! Thank you! Yes! Thank you!,Kathy,joy,positive,563,8,4,11,"00:21:54,396","00:22:00,693",1,1
5608,"Youarenot going to believe it! Joshua came into work today, and guess what happened?",Rachel,joy,positive,564,0,4,15,"00:13:17,463","00:13:21,925",1,1
5610,No. But I was showing him some cufflinks and I felt his pulse.,Rachel,joy,positive,564,2,4,15,"00:13:23,719","00:13:27,639",1,1
5611,Saucy!,Monica,joy,positive,564,3,4,15,"00:13:29,642","00:13:31,518",1,1
5614,"Okay, okay, okay should I be scared?",Rachel,fear,negative,564,6,4,15,"00:13:37,566","00:13:40,109",0,1
5617,All I had to do was pay $25 and wait in line for three hours.,Monica,sadness,negative,564,9,4,15,"00:13:44,406","00:13:47,200",0,0
5623,"Oh! Okay!  You, Mister Right Place at the Right Time, call me!",Janice,joy,positive,565,4,5,12,"00:10:53,361","00:11:01,701",1,1
5625,I want that place so much!!,Ross,joy,positive,566,1,5,14,"0:09:03,258","0:09:05,260",1,1
5626,I was so sure that was gonna work!,Ross,sadness,negative,567,0,5,12,"00:09:05,419","00:09:08,129",0,0
5627,There's twelve bucks I'll never see again!,Ross,disgust,negative,568,0,5,14,"00:09:08,381","00:09:11,466",0,1
5631,Bye Chandler!   I miss you already.,Phoebe,sadness,negative,568,4,5,14,"00:09:15,596","00:09:20,225",0,0
5632,"Okay, did you see that?! With the inappropriate and the pinching!!",Chandler,disgust,negative,568,5,5,14,"00:09:25,439","00:09:28,316",0,1
5637,Phoebe knows and she's just trying to freak us out! That's the only explanation for it!,Monica,anger,negative,568,10,5,14,"00:09:38,869","00:09:43,790",0,1
5638,Okay but what about y'know my pinchable butt and my bulging bicepsShe knows!,Chandler,anger,negative,568,11,5,14,"00:09:47,169","00:10:00,015",0,1
5639,"Ross, umm, you've been in there for a long time. I'm starting to get kinda freaked out.",Elizabeth,fear,negative,569,0,5,11,"00:16:07,925","00:16:13,096",0,1
5643,"You wanna go right now? 'Cause I'll take you right now, buddy! You wanna go?",Monica,anger,negative,570,0,5,10,"00:13:24,386","00:13:27,514",0,1
5645,Ready?  Wrestle!,Monica,joy,positive,570,2,5,10,"00:13:32,186","00:13:35,939",1,1
5648,"Can we please focus here, a naked mans life hangs in the balance!",Ross,fear,negative,571,1,3,8,"00:20:35,192","00:20:39,987",0,1
5649,Im telling you hes dead. What we are about to have here is a dead fat guy on a stick.,Phoebe,anger,negative,571,2,3,8,"00:20:40,239","00:20:45,326",0,1
5657,Hes alive! Hes a-live!!!,Phoebe,joy,positive,571,10,3,8,"00:21:11,186","00:21:13,896",1,1
5658,"And yet, were still poking him.",Monica,disgust,negative,571,11,3,8,"00:21:15,983","00:21:18,401",0,1
5660,He does not look happy.,Ross,anger,negative,571,13,3,8,"00:21:21,738","00:21:24,615",0,1
5662,"Hey, thats never gonna make it all the way over here, buddy!",Joey,anger,negative,571,15,3,8,"00:21:28,787","00:21:33,332",0,1
5663,"Well they have uh, some unusual pet names for each other.",Rachel,sadness,negative,572,0,8,23,"00:09:13,249","00:09:16,961",0,0
5664,"Including umm, evil bitch and uh, sick bastard.",Rachel,disgust,negative,572,1,8,23,"00:09:17,128","00:09:22,425",0,1
5669,Are you looking at her?!,Evil Bitch,anger,negative,572,6,8,23,"0:09:28,723","0:09:29,905",0,1
5670,No!,Sick Bastard,anger,negative,572,7,8,23,"0:09:29,905","0:09:30,772",0,1
5671,Dont you look at her you sick bastard!,Evil Bitch,anger,negative,572,8,8,23,"0:09:30,933","0:09:32,644",0,1
5672,Honey I swear! I wasnt looking at her!,Sick Bastard,fear,negative,572,9,8,23,"0:09:32,644","0:09:36,213",0,1
5673,Shes in labor! You like that you sick son of a bitch!,Evil Bitch,anger,negative,572,10,8,23,"00:09:36,397","00:09:40,067",0,1
5675,See? See? It was because you were looking fat pervert!,Evil Bitch,anger,negative,572,12,8,23,"00:09:45,781","00:09:48,993",0,1
5680,What? What?,Ross,fear,negative,572,17,8,23,"0:10:12,183","0:10:12,328",0,1
5682,Hey! You wanna live to see your baby?!,Ross,anger,negative,572,19,8,23,"00:10:16,270","00:10:21,859",0,1
5683,Dont you talk to my husband like that you stupid bastard!,Evil Bitch,anger,negative,572,20,8,23,"00:10:18,439","00:10:21,859",0,1
5685,Yep!,Rachel,joy,positive,573,1,6,17,"0:15:41,816","0:15:43,331",1,1
5687,"Oh, of course!",Rachel,joy,positive,573,3,6,17,"0:15:44,443","0:15:45,372",1,1
5689,"Definitely! Phoebe, you will not find a single game show host, whos ass I cannot kick.",Rachel,joy,positive,573,5,6,17,"00:15:47,363","00:16:02,377",1,1
5690,Say it!,Rachel,joy,positive,573,6,6,17,"0:16:02,628","0:16:03,880",1,1
5691,Say we are unagi!,Phoebe,joy,positive,573,7,6,17,"0:16:03,880","0:16:05,104",1,1
5692,Its not something you are! Its something you have!,Ross,anger,negative,573,8,6,17,"00:16:06,632","00:16:09,717",0,1
5693,Say it!,Rachel,joy,positive,573,9,6,17,"00:16:10,761","00:16:11,803",1,1
5694,"Yknow what? I can easily get out of this, but there is a chance you can get very, very hurt!",Ross,anger,negative,573,10,6,17,"00:16:11,971","00:16:17,767",0,1
5703,"Yes, but you cannot tell anyone! No one knows!",Monica,joy,positive,574,8,5,5,"00:20:27,893","00:20:30,353",1,1
5709,No-no-no-no-no! You can't!,Chandler,fear,negative,574,14,5,5,"00:20:45,744","00:20:48,287",0,1
5710,"Please? Please?! We just don't want to deal with telling everyone, okay? Just promise you won't tell.",Monica,fear,negative,574,15,5,5,"00:20:48,497","00:20:54,126",0,1
5712,"I know, it's great!",Monica,joy,positive,574,17,5,5,"00:21:03,512","00:21:06,514",1,1
5713,"Aww, I don't want to see that!",Joey,disgust,negative,574,18,5,5,"00:21:10,227","00:21:12,937",0,1
5714,We're so stupid! Do you know what's going on in there? They're trying to take Joey!,Phoebe,sadness,negative,574,19,5,5,"00:21:15,691","00:21:21,696",0,0
5720,What're we gonna do? What're we gonna do?,Chandler,fear,negative,576,0,2,6,"00:15:55,371","00:15:57,747",0,1
5727,Yes! Whew!,Joey,joy,positive,576,7,2,6,"00:16:09,551","00:16:10,802",1,1
5730,What kind of scary-ass clowns came to your birthday?,Chandler,anger,negative,576,10,2,6,"00:16:28,570","00:16:31,280",0,1
5736,"Great soap opera acting tonight everybody, class dismissed.",Joey,joy,positive,577,5,3,7,"00:13:12,958","00:13:17,253",1,1
5738,Hey-hey.,Joey,joy,positive,577,7,3,7,"0:13:20,466","0:13:21,033",1,1
5748,"Well, Im going to go into my new apartment now.  Ehh!",Mr. Heckles,joy,positive,578,9,3,6,"00:10:31,714","00:10:46,728",1,1
5750,"Oh, hey guys!",Chandler,joy,positive,579,1,3,10,"00:16:40,791","00:16:42,208",1,1
5757,"Oh, the duck seems to think that Monica got me garbage! Hmm, I wonder what I could get Monica thats as good as garbage?",Chandler,anger,negative,583,1,6,10,"00:17:02,229","00:17:09,235",0,1
5762,"No, dont look directly at them!",Phoebe,fear,negative,583,6,6,10,"00:17:25,878","00:17:29,047",0,1
5766,"Hi! Im so glad youre here, but its gonna be a while. I-I wished youd called first.",Ross,joy,positive,584,0,8,23,"00:06:45,434","00:06:51,065",1,1
5768,Oh good.,Ross,joy,positive,584,2,8,23,"0:06:53,694","0:06:53,982",1,1
5773,"This is your grandmothers engagement ring, I want you to give it to Rachel.",Mrs. Geller,joy,positive,584,7,8,23,"00:07:09,750","00:07:14,130",1,1
5775,Just hear me out!,Mrs. Geller,fear,negative,584,9,8,23,"0:07:16,972","0:07:17,902",0,1
5776,"Maybe this wouldve happened if Id been more nurturing, or Id paid more attention, or I... had a uterus.",Ross,sadness,negative,585,0,3,6,"00:19:42,222","00:19:47,852",0,0
5777,I cant believe this!,Ross,sadness,negative,585,1,3,6,"00:19:49,771","00:19:51,564",0,0
5778,"I know no, no, y'know you dont deserve this, you dont Ross.",Phoebe,sadness,negative,585,2,3,6,"00:19:51,773","00:19:55,109",0,0
5779,"Youre, youre really, youre so good.",Phoebe,sadness,negative,585,3,3,6,"0:19:55,402","0:19:56,364",0,0
5780,Thanks.,Ross,sadness,negative,585,4,3,6,"0:19:56,364","0:19:57,174",0,0
5782,Thanks.,Ross,sadness,negative,585,6,3,6,"00:19:59,281","00:20:01,782",0,0
5787,"Wait, wait, wait.",Ross,joy,positive,585,9,3,6,"00:20:17,382","00:20:18,966",1,1
5789,My foot is stuck in the pocket.,Ross,sadness,negative,585,10,3,6,"00:20:31,647","00:20:34,851",0,0
5791,"No, I cant get it out.",Ross,sadness,negative,585,12,3,6,"0:20:37,861","0:20:38,223",0,0
5794,"Hi. I just talked to Joanna, and she loves you. You got it, you got the job.",Mark,joy,positive,587,1,3,11,"00:20:58,799","00:21:02,134",1,1
5796,Yes.,Mark,joy,positive,587,3,3,11,"00:21:03,845","00:21:04,929",1,1
5798,Congratulations...oh..wow,Joey,joy,positive,587,5,3,11,"00:21:06,473","00:21:09,016",1,1
5799,I cant believe I did this! What an idiot!,Chandler,anger,negative,588,0,6,20,"0:13:49,787","0:13:52,290",0,1
5800,"Oh, stop beating yourself up!",Monica,sadness,negative,588,1,6,20,"0:13:52,290","0:13:53,970",0,0
5804,Apparently youre not very good at it!,Monica,anger,negative,588,5,6,20,"00:14:02,424","00:14:04,926",0,1
5810,Yeah.,Joey,joy,positive,589,4,7,13,"0:19:12,656","0:19:13,713",1,1
5811,"But ifno look, okay. These jerks might not care about you, but the universe does! And that says a lot!",Phoebe,sadness,negative,589,5,7,13,"00:19:13,819","00:19:21,200",0,0
5813,I dont need you guys to care about me!,Earl,anger,negative,589,7,7,13,"00:19:25,414","00:19:27,874",0,1
5814,Because the universe cares!,Earl,joy,positive,589,8,7,13,"0:19:28,041","0:19:29,960",1,1
5815,The whole universe!,Earl,joy,positive,589,9,7,13,"0:19:29,960","0:19:30,396",1,1
5816,I really wished theyd care just a little bit though.,Earl,sadness,negative,589,10,7,13,"00:19:38,135","00:19:40,553",0,0
5823,"I like this one.  It seems to say, ""I love you and thats why I have to kill you.""",Ross,joy,positive,590,0,7,5,"00:07:50,428","00:07:55,515",1,1
5824,"They cant all be bad.  Find the one where you make your bedroom eyes. Ohh, there it is.",Monica,joy,positive,590,1,7,5,"00:07:58,019","00:08:04,357",1,1
5827,Im having a really good time!,Phoebe,joy,positive,590,4,7,5,"00:08:19,290","00:08:21,374",1,1
5828,Me too! Im sorry that guy in the subway licked your neck.,Kyle,sadness,negative,590,5,7,5,"00:08:21,542","00:08:28,173",0,0
5830,"Hey uh, I dont mean to be presumptuous but I have these two tickets to the ballroom dancing finals tomorrow night if you want to go?",Kyle,fear,negative,590,7,7,5,"00:08:28,633","00:08:33,803",0,1
5831,"Yeah, I Well yknow I-I mean I missed the-the semi-finals, so Id just be lost.",Phoebe,sadness,negative,590,8,7,5,"00:08:34,305","00:08:40,143",0,0
5834,"No its Uh, my ex-wife Whitney is out there. I cannot deal with her right now. That woman is crazy!",Kyle,anger,negative,590,11,7,5,"00:08:50,196","00:08:56,743",0,1
5846,You two will have very hairy children.,Phoebe,disgust,negative,592,1,5,12,"00:11:13,214","00:11:15,840",0,1
5848,Ross! Janice?!,Rachel,anger,negative,592,3,5,12,"00:11:20,513","00:11:22,472",0,1
5854,He obviously went crazy.,Joey,anger,negative,592,9,5,12,"0:11:27,564","0:11:30,074",0,1
5855,He obviously lost his mind.,Joey,anger,negative,592,10,5,12,"00:11:30,231","00:11:32,232",0,1
5858,Phoebe! Don't put ideas in his head!,Joey,anger,negative,592,12,5,12,"00:11:43,452","00:11:46,246",0,1
5860,Damnit Phoebe!!,Joey,anger,negative,592,13,5,12,"00:11:46,455","00:11:48,498",0,1
5863,"Umm, I think youre really, really great...",Phoebe,joy,positive,593,2,3,13,"00:17:48,233","00:17:49,984",1,1
5864,Oh God!,Robert,sadness,negative,593,3,3,13,"0:17:50,152","0:17:51,534",0,0
5865,Here we go again.,Robert,sadness,negative,593,4,3,13,"0:17:51,534","0:17:53,545",0,0
5866,Why does this keep happening to me?,Robert,anger,negative,593,5,3,13,"0:17:53,655","0:17:55,617",0,1
5867,Is it something Im putting out there?,Robert,sadness,negative,593,6,3,13,"0:17:55,617","0:17:58,264",0,0
5868,Is this my fault?,Robert,sadness,negative,593,7,3,13,"0:18:00,412","0:18:01,497",0,0
5869,Or am I just nuts?,Robert,sadness,negative,593,8,3,13,"0:18:01,497","0:18:04,149",0,0
5871,"Hey buddy, this is a family place, put the mouse back in the house.",Gunther,disgust,negative,593,10,3,13,"00:18:11,048","00:18:15,802",0,1
5872,Wait!,Joey,sadness,negative,594,0,7,4,"0:18:41,662","0:18:42,747",0,0
5873,Terry!,Joey,sadness,negative,594,1,7,4,"0:18:42,747","0:18:43,248",0,0
5874,Please!,Joey,sadness,negative,594,2,7,4,"0:18:43,248","0:18:43,599",0,0
5875,"Look, I just lost my other job.",Joey,sadness,negative,594,3,7,4,"0:18:44,414","0:18:46,500",0,0
5877,You have no idea how much I need this.,Joey,sadness,negative,594,5,7,4,"00:18:46,959","00:18:50,128",0,0
5878,"Please, help me out, for old times sake.",Joey,sadness,negative,594,6,7,4,"00:18:50,379","00:18:54,173",0,0
5879,This poor guys been in a coma for five years. Its hopeless.,Nurse #1,sadness,negative,594,7,7,4,"00:18:55,467","00:18:58,803",0,0
5880,"Its not hopeless! Dr. Stryker Ramorays a miracle worker. Look, here he comes.",Nurse #2,joy,positive,594,8,7,4,"00:18:59,054","00:19:03,349",1,1
5882,Im back baby! Ha-ha-ha!,Joey,joy,positive,594,10,7,4,"00:19:20,742","00:19:22,118",1,1
5883,That kid really kicked me hard on the plane.,Monica,anger,negative,595,0,6,1,"00:13:59,171","00:14:01,089",0,1
5885,He took my snack!,Monica,anger,negative,595,2,6,1,"0:14:03,926","0:14:04,898",0,1
5886,Im not getting into this again!,Chandler,anger,negative,595,3,6,1,"0:14:04,898","0:14:06,892",0,1
5887,"Okay! Oh God, yknow what? Its really bad.",Monica,sadness,negative,595,4,6,1,"00:14:07,054","00:14:09,539",0,0
5888,"Well, I told you not to walk. Here.  There. Okay.",Chandler,anger,negative,595,5,6,1,"00:14:09,849","00:14:13,560",0,1
5889,"This doesnt mean anything, does it?",Monica,fear,negative,595,6,6,1,"00:14:23,112","00:14:25,655",0,1
5890,Of course! Only an idiot would wear this stuff if you didnt have the car! Right?,Joey,anger,negative,596,0,6,5,"00:13:35,314","00:13:38,858",0,1
5895,Come on! What are you doing?! Im in character! Would you talk to her!,Joey,sadness,negative,596,5,6,5,"00:13:58,629","00:14:02,799",0,0
5896,"Ahh, I think it just moved. Its really poking me.",Chandler,anger,negative,596,6,6,5,"00:14:04,385","00:14:06,594",0,1
5898,"What?! No, you cant, you cant leave me here with them! Were baby-sitting!",Phoebe,anger,negative,596,8,6,5,"00:14:08,973","00:14:12,642",0,1
5900,But you-you cant leave me with them! We-were a team! Were playing a zone! Theyre gonna triple team me!,Phoebe,anger,negative,596,10,6,5,"00:14:15,729","00:14:20,733",0,1
5901,"Hes got something plastic lodged in his throat, weve got to go to the hospital.",Monica,fear,negative,596,11,6,5,"00:14:22,111","00:14:25,446",0,1
5905,"Okay, listen this really hurts. Lets go.",Chandler,anger,negative,596,15,6,5,"00:14:39,128","00:14:41,004",0,1
5906,"A real man wouldnt just run to the hospital!  No! What would, what would Krog do?",Phoebe,anger,negative,596,16,6,5,"00:14:41,171","00:14:47,969",0,1
5909,Dont call us that!,Rachel,anger,negative,596,19,6,5,"00:15:20,002","00:15:23,379",0,1
5910,The judge wouldnt let us get an annulment! Now we gotta get a divorce!! Did a Porsch throw up on you?,Ross,anger,negative,596,20,6,5,"00:15:23,923","00:15:31,095",0,1
